1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005004405975341797,0.0,0.0,0.0004990100860595703,0.0009996891021728516,0.0009999275207519531,0.0014998912811279297,0.002500772476196289,0.004000425338745117,0.006998538970947266,0.011501550674438477,0.017499923706054688,0.029004335403442383,0.04250073432922363,0.07250213623046875,0.11599969863891602,0.18650054931640625,0.3084988594055176,0.4855029582977295,0.7784969806671143,1.265500545501709,2.0470035076141357,3.2949986457824707,5.344500541687012,8.64549970626831,14.019999980926514,22.719500303268433
